Wall time,Step,Value
1610748364.1505296,2000,32.29999923706055
1610748394.6875331,4000,22.100000381469727
1610748432.4634385,6000,8.0
1610748468.1764355,8000,29.700000762939453
1610748503.8264358,10000,36.70000076293945
1610748538.7774384,12000,34.29999923706055
1610748572.435435,14000,23.899999618530273
1610748606.0184388,16000,22.700000762939453
1610748639.7324388,18000,25.200000762939453
1610748674.6984408,20000,85.0
1610748708.151438,22000,40.20000076293945
1610748742.6324375,24000,66.4000015258789
1610748779.259438,26000,117.80000305175781
1610748813.8834374,28000,112.80000305175781
1610748849.792437,30000,119.19999694824219
1610748884.205439,32000,123.80000305175781
1610748919.2504382,34000,125.0999984741211
1610748954.7374377,36000,125.0
1610748989.916437,38000,124.5999984741211
1610749024.793437,40000,125.19999694824219
1610749060.536438,42000,123.4000015258789
1610749095.8874378,44000,124.69999694824219
1610749131.7794387,46000,124.4000015258789
1610749167.8494377,48000,123.30000305175781
1610749205.431439,50000,123.0999984741211
1610749245.1344364,52000,121.0999984741211
1610749281.5884414,54000,124.19999694824219
1610749316.709439,56000,120.19999694824219
1610749352.1574364,58000,118.80000305175781
1610749388.2884378,60000,115.19999694824219
1610749423.061436,62000,117.9000015258789
1610749459.0694406,64000,113.4000015258789
1610749495.684438,66000,110.30000305175781
1610749531.9194396,68000,111.30000305175781
1610749567.967438,70000,108.19999694824219
1610749604.4074368,72000,109.30000305175781
1610749640.4404385,74000,110.5999984741211
1610749677.7534387,76000,113.5999984741211
1610749714.287442,78000,116.5999984741211
1610749751.7454412,80000,118.69999694824219
1610749786.4554377,82000,119.9000015258789
1610749822.8434367,84000,119.4000015258789
1610749858.8634374,86000,121.0999984741211
1610749895.3854403,88000,123.0
1610749930.9894383,90000,124.9000015258789
1610749967.0144367,92000,123.69999694824219
1610750002.7374377,94000,124.30000305175781
1610750039.7964385,96000,123.19999694824219
1610750075.8394377,98000,123.5999984741211
1610750112.8234391,100000,125.5
1610750151.0214362,102000,135.3000030517578
1610750188.1694372,104000,137.3000030517578
1610750225.3564367,106000,131.8000030517578
1610750261.3424354,108000,128.60000610351562
1610750298.4844372,110000,128.60000610351562
1610750335.4614382,112000,127.80000305175781
1610750371.9264395,114000,127.4000015258789
1610750407.5144389,116000,127.19999694824219
1610750445.8214383,118000,125.19999694824219
1610750481.6914387,120000,127.4000015258789
1610750519.93444,122000,129.6999969482422
1610750557.30344,124000,125.9000015258789
1610750594.1714358,126000,123.4000015258789
1610750631.6164377,128000,167.39999389648438
1610750669.4274383,130000,183.1999969482422
1610750706.6814394,132000,194.60000610351562
1610750743.7734385,134000,227.6999969482422
1610750782.0614376,136000,216.5
1610750819.2934384,138000,208.0
1610750856.5364404,140000,210.6999969482422
1610750894.965439,142000,218.60000610351562
1610750933.1874363,144000,205.1999969482422
1610750971.2784412,146000,196.60000610351562
1610751008.0134404,148000,186.3000030517578
1610751044.9434392,150000,174.5
1610751081.2344382,152000,189.0
1610751120.6404374,154000,179.1999969482422
1610751158.3234398,156000,159.60000610351562
1610751196.691461,158000,161.10000610351562
1610751233.7684603,160000,147.0
1610751270.7584589,162000,155.1999969482422
1610751308.3904612,164000,143.6999969482422
1610751346.249458,166000,140.0
1610751382.396463,168000,142.10000610351562
1610751418.653461,170000,138.5
1610751458.94846,172000,137.10000610351562
1610751500.2744622,174000,138.5
1610751538.8054614,176000,134.39999389648438
1610751574.77446,178000,133.0
1610751609.811461,180000,133.1999969482422
1610751646.9014604,182000,134.8000030517578
1610751681.1834626,184000,132.39999389648438
1610751717.1204603,186000,133.1999969482422
1610751753.9384587,188000,133.3000030517578
1610751789.6524622,190000,133.60000610351562
1610751823.576461,192000,133.1999969482422
1610751859.9304633,194000,132.60000610351562
1610751895.7084644,196000,126.5999984741211
1610751932.214459,198000,126.5999984741211
1610751968.2214608,200000,125.0
1610752003.4734607,202000,123.5999984741211
1610752039.5544631,204000,124.19999694824219
1610752076.4874654,206000,124.19999694824219
1610752113.1004667,208000,122.80000305175781
1610752148.930463,210000,126.19999694824219
1610752183.9174628,212000,138.3000030517578
1610752220.3264627,214000,139.8000030517578
1610752256.10846,216000,138.89999389648438
1610752292.5034602,218000,138.39999389648438
1610752328.0244627,220000,138.5
1610752364.9974585,222000,138.10000610351562
1610752401.4694643,224000,137.0
1610752437.8964605,226000,136.3000030517578
1610752473.3664598,228000,137.39999389648438
1610752508.8954594,230000,135.6999969482422
1610752544.55146,232000,138.39999389648438
1610752579.7214584,234000,134.10000610351562
1610752615.9044614,236000,132.0
1610752652.1804595,238000,132.8000030517578
1610752689.292466,240000,134.8000030517578
1610752724.03246,242000,131.1999969482422
1610752759.149458,244000,130.89999389648438
1610752795.0394583,246000,132.8000030517578
1610752831.122459,248000,133.3000030517578
1610752868.7374616,250000,132.89999389648438
1610752904.2674594,252000,131.10000610351562
1610752939.429464,254000,132.0
1610752976.1984608,256000,132.10000610351562
1610753013.8424628,258000,131.89999389648438
1610753049.168459,260000,130.39999389648438
1610753084.3574586,262000,126.80000305175781
1610753120.8644588,264000,125.9000015258789
1610753157.4434583,266000,126.4000015258789
1610753192.2804585,268000,127.30000305175781
1610753228.7734587,270000,134.60000610351562
1610753264.4774604,272000,131.6999969482422
1610753301.9404633,274000,136.60000610351562
1610753337.3854625,276000,136.1999969482422
1610753374.4164608,278000,138.6999969482422
1610753410.4934618,280000,145.1999969482422
1610753446.7254622,282000,147.5
1610753481.9494603,284000,143.5
1610753517.9824605,286000,146.10000610351562
1610753553.6044607,288000,150.1999969482422
1610753589.6789932,290000,171.1999969482422
1610753626.0509965,292000,149.5
1610753661.4599946,294000,154.5
1610753697.8549936,296000,154.89999389648438
1610753733.9959936,298000,174.39999389648438
1610753770.333995,300000,146.5
1610753806.1379962,302000,159.3000030517578
1610753841.926992,304000,109.69999694824219
1610753878.669992,306000,108.0999984741211
1610753917.4679928,308000,112.30000305175781
1610753958.4789937,310000,111.30000305175781
1610754003.6179914,312000,110.0
1610754049.499993,314000,110.9000015258789
1610754088.660992,316000,127.5999984741211
1610754129.747994,318000,111.0
1610754171.3989928,320000,111.0
1610754212.5815113,322000,108.69999694824219
1610754250.1395133,324000,111.5
1610754290.2370384,326000,110.0
1610754328.792037,328000,145.89999389648438
1610754370.8971837,330000,159.39999389648438
1610754418.1681843,332000,158.60000610351562
1610754463.9727068,334000,156.0
1610754504.5237029,336000,157.1999969482422
1610754544.0577023,338000,156.1999969482422
1610754582.374242,340000,157.6999969482422
1610754620.0952604,342000,154.0
1610754655.902261,344000,154.89999389648438
1610754695.4752617,346000,157.1999969482422
1610754734.5722618,348000,159.89999389648438
1610754771.7452626,350000,162.8000030517578
1610754808.4962618,352000,167.10000610351562
1610754846.6452594,354000,170.60000610351562
1610754886.4412608,356000,176.3000030517578
1610754926.8132603,358000,183.1999969482422
1610754964.014261,360000,178.0
1610755001.0057867,362000,172.39999389648438
1610755037.9317846,364000,170.6999969482422
1610755074.5929132,366000,175.10000610351562
1610755113.040912,368000,181.39999389648438
1610755152.3099136,370000,188.3000030517578
1610755190.564907,372000,186.6999969482422
1610755230.070914,374000,195.6999969482422
1610755268.4229054,376000,186.1999969482422
1610755305.6589055,378000,194.60000610351562
1610755343.1799066,380000,203.89999389648438
1610755379.773466,382000,194.39999389648438
1610755416.0404673,384000,185.60000610351562
1610755458.3864694,386000,186.10000610351562
1610755497.4854727,388000,217.8000030517578
1610755536.5820603,390000,222.8000030517578
1610755572.2030582,392000,208.5
1610755606.942079,394000,206.0
1610755640.4290805,396000,214.6999969482422
1610755676.4610844,398000,469.3999938964844
1610755710.07908,400000,215.1999969482422
1610755748.2450848,402000,699.5999755859375
1610755784.6520817,404000,426.5
1610755820.8730862,406000,504.0
1610755857.7670987,408000,565.2000122070312
1610755889.2671158,410000,223.3000030517578
1610755923.7711222,412000,240.1999969482422
1610755965.285734,414000,927.4000244140625
1610756005.0758228,416000,1000.0
1610756045.8228214,418000,1000.0
1610756086.3188207,420000,1000.0
1610756125.6828203,422000,1000.0
1610756164.488823,424000,982.7999877929688
1610756201.8498209,426000,791.5
1610756237.6188195,428000,715.0
1610756274.2878203,430000,571.2999877929688
1610756310.5488183,432000,646.2999877929688
1610756344.5248206,434000,458.29998779296875
1610756380.247824,436000,483.6000061035156
1610756417.303907,438000,409.0
1610756451.305902,440000,445.79998779296875
1610756485.4239016,442000,472.1000061035156
1610756520.588902,444000,452.70001220703125
1610756554.9847012,446000,414.5
1610756590.8352778,448000,536.4000244140625
1610756624.8454208,450000,341.5
1610756658.9732745,452000,337.70001220703125
1610756692.5192742,454000,284.1000061035156
1610756724.9762752,456000,271.3999938964844
1610756761.4442775,458000,828.2999877929688
