Wall time,Step,Value
1610748375.1595292,2000,198.15084838867188
1610748408.696535,4000,18.15822410583496
1610748448.823437,6000,-1.1538621187210083
1610748485.0014386,8000,-1.40536630153656
1610748519.1644394,10000,40.50053024291992
1610748552.8044374,12000,38.920982360839844
1610748585.7974377,14000,39.148128509521484
1610748618.5054357,16000,38.795448303222656
1610748653.000435,18000,38.88919448852539
1610748686.3754358,20000,51.45405197143555
1610748720.1764376,22000,194.1080322265625
1610748755.4074385,24000,171.16754150390625
1610748791.4534402,26000,138.41685485839844
1610748826.0484383,28000,160.41015625
1610748860.5074446,30000,172.9554901123047
1610748895.4164371,32000,190.29833984375
1610748929.7044363,34000,165.43606567382812
1610748965.9854367,36000,153.9391632080078
1610749000.7314365,38000,142.4502716064453
1610749036.1164377,40000,123.2298355102539
1610749070.3934388,42000,142.49069213867188
1610749105.838439,44000,178.26181030273438
1610749141.3774376,46000,178.8423309326172
1610749177.1334374,48000,174.5734100341797
1610749215.9384382,50000,170.41323852539062
1610749254.1724365,52000,171.71627807617188
1610749289.9454396,54000,167.37278747558594
1610749326.305436,56000,168.6918487548828
1610749362.8394372,58000,220.82620239257812
1610749398.847435,60000,215.09738159179688
1610749434.4144375,62000,215.11874389648438
1610749470.8544374,64000,217.4046173095703
1610749506.34144,66000,219.17124938964844
1610749542.942435,68000,192.72288513183594
1610749578.8634374,70000,187.31463623046875
1610749615.3444402,72000,190.28543090820312
1610749651.6784377,74000,186.71348571777344
1610749689.3754442,76000,187.2812957763672
1610749724.5224352,78000,178.17311096191406
1610749760.6534374,80000,181.09010314941406
1610749795.7074394,82000,179.56300354003906
1610749830.439438,84000,182.60679626464844
1610749865.7204378,86000,178.9498748779297
1610749902.0964403,88000,182.30958557128906
1610749937.769438,90000,195.88877868652344
1610749975.359437,92000,185.47035217285156
1610750010.9274397,94000,185.5946044921875
1610750047.315438,96000,185.58702087402344
1610750082.502436,98000,186.80831909179688
1610750118.404437,100000,190.462158203125
1610750156.1234355,102000,187.9766082763672
1610750193.5094354,104000,254.39698791503906
1610750229.7674358,106000,330.99676513671875
1610750265.579439,108000,323.07684326171875
1610750303.2974398,110000,306.6465148925781
1610750340.1264386,112000,302.4013671875
1610750375.8544378,114000,288.9826965332031
1610750411.861437,116000,293.6890869140625
1610750449.6464407,118000,276.21673583984375
1610750484.6724389,120000,284.9701232910156
1610750522.3674395,122000,273.20867919921875
1610750558.8884351,124000,271.7498779296875
1610750594.3354392,126000,278.8905334472656
1610750630.6334348,128000,260.5715026855469
1610750667.208437,130000,266.4359436035156
1610750703.70444,132000,267.5527038574219
1610750740.5774372,134000,264.9111328125
1610750778.0314388,136000,262.9853820800781
1610750815.7674365,138000,256.67578125
1610750851.9914384,140000,270.1640625
1610750889.447441,142000,279.9317321777344
1610750926.2394366,144000,278.417724609375
1610750962.924437,146000,287.07147216796875
1610750999.272437,148000,279.80389404296875
1610751036.7114365,150000,294.7245178222656
1610751072.9794405,152000,283.33404541015625
1610751110.4584363,154000,285.77691650390625
1610751148.8594387,156000,298.67791748046875
1610751185.4114597,158000,318.2936096191406
1610751222.7224615,160000,323.86041259765625
1610751259.119465,162000,315.72296142578125
1610751296.0384588,164000,322.26800537109375
1610751333.239464,166000,316.3348388671875
1610751369.0734627,168000,307.5130615234375
1610751404.6364648,170000,324.7662048339844
1610751443.7504594,172000,329.6905517578125
1610751485.299462,174000,328.383056640625
1610751527.3714592,176000,317.3382873535156
1610751562.3194594,178000,320.66534423828125
1610751597.795462,180000,311.0620422363281
1610751632.8774605,182000,325.121826171875
1610751667.9134614,184000,332.74945068359375
1610751703.188458,186000,334.4198913574219
1610751739.2144604,188000,323.6227111816406
1610751775.6924615,190000,322.5996398925781
1610751810.4394584,192000,323.72216796875
1610751846.8354585,194000,315.0718688964844
1610751882.9174588,196000,316.36090087890625
1610751917.6844618,198000,313.85784912109375
1610751952.8434596,200000,307.0842590332031
1610751988.9544592,202000,302.7984619140625
1610752024.4844606,204000,286.0380554199219
1610752061.1004596,206000,288.95147705078125
1610752097.8874588,208000,290.2183532714844
1610752134.555461,210000,288.2904357910156
1610752169.0734677,212000,291.1649475097656
1610752204.7554593,214000,289.79071044921875
1610752240.0844626,216000,291.81103515625
1610752275.933458,218000,292.0386657714844
1610752310.4814653,220000,289.6827392578125
1610752345.6584604,222000,283.7928771972656
1610752384.053462,224000,290.2542724609375
1610752419.4554608,226000,291.8125
1610752454.9244614,228000,289.65484619140625
1610752491.3474607,230000,298.55926513671875
1610752526.9264586,232000,310.05712890625
1610752561.0164626,234000,310.0975341796875
1610752596.2024615,236000,299.6932067871094
1610752632.2224612,238000,311.77215576171875
1610752669.2494614,240000,308.1006164550781
1610752704.9474645,242000,307.38134765625
1610752740.7744627,244000,297.574462890625
1610752775.4954586,246000,292.6974792480469
1610752811.432459,248000,282.0125732421875
1610752846.683461,250000,288.366455078125
1610752881.9604585,252000,282.3430480957031
1610752917.890462,254000,293.87255859375
1610752953.2314634,256000,293.00433349609375
1610752989.9434614,258000,303.002685546875
1610753026.7034585,260000,320.57806396484375
1610753062.1014638,262000,373.268310546875
1610753098.374458,264000,402.67578125
1610753133.7094607,266000,410.8483581542969
1610753169.6434612,268000,419.1556091308594
1610753204.897459,270000,420.1325378417969
1610753240.060461,272000,665.546142578125
1610753277.204463,274000,696.1854858398438
1610753314.296462,276000,609.135009765625
1610753350.2894602,278000,670.7701416015625
1610753387.4914606,280000,619.4894409179688
1610753423.1704597,282000,480.3067932128906
1610753458.6164658,284000,544.0307006835938
1610753494.9854608,286000,517.3316650390625
1610753530.8094616,288000,399.6358642578125
1610753566.383992,290000,388.28961181640625
1610753603.3769932,292000,395.1332702636719
1610753639.2979932,294000,509.7793273925781
1610753675.0589938,296000,493.53472900390625
