Wall time,Step,Value
1611051010.043707,3900,0.026997894048690796
1611051055.836709,4500,0.016674552112817764
1611051182.2597091,6100,0.21430863440036774
1611051198.514709,6300,0.21798674762248993
1611051222.933708,6600,0.1888953000307083
1611051319.0394676,7700,0.10172976553440094
1611051461.1844685,9200,0.40784913301467896
1611051489.3994675,9500,0.5958341956138611
1611051645.345567,11500,0.48373472690582275
1611051742.7361054,12700,1.9409730434417725
1611051940.9262986,14700,1.0347774028778076
1611052215.1472592,17600,1.197171688079834
1611052244.3892603,17900,0.9520981311798096
1611052313.090258,18800,0.6791412830352783
1611052452.4273872,20400,1.195704460144043
1611052477.5980759,20600,1.4533326625823975
1611052899.4991474,25000,3.8835225105285645
1611052956.435549,25500,3.4752860069274902
1611053119.8388116,27000,3.878685474395752
1611053170.8204908,27600,22.301992416381836
1611053224.211559,28100,9.549005508422852
1611053292.6615555,28800,2.2387213706970215
1611053349.2385557,29400,6.883725166320801
1611053696.949984,32900,6.982109069824219
1611053716.9260275,33100,5.428276062011719
1611053794.0136385,33900,32.21019744873047
1611053995.101194,36000,5.235919952392578
1611054067.0301936,36800,10.518946647644043
1611054262.498255,38800,13.31515121459961
1611054796.3235037,44200,4.874427318572998
1611054803.4445071,44300,29.57440948486328
1611054929.1861382,46000,22.072174072265625
1611054956.9617064,46300,8.555255889892578
1611054979.3753414,46600,32.81180953979492
1611055095.2553432,48100,6.565694808959961
1611055117.64834,48400,10.902116775512695
1611055125.164343,48500,8.099924087524414
1611055201.0743406,49500,11.38939094543457
1611055351.7753432,51400,8.198613166809082
1611055515.8403392,53500,11.112571716308594
1611055660.1533964,55200,30.949649810791016
1611055708.6090062,55700,12.805686950683594
1611055947.1765323,58400,38.8332405090332
1611056027.3335333,59400,36.64033126831055
1611056070.562534,60000,48.46966552734375
1611056129.7945325,60700,42.429203033447266
1611056138.7851222,60800,46.34696960449219
1611056413.9828165,64100,20.929424285888672
1611056429.0703402,64300,12.0616455078125
1611056528.1115286,65500,11.426151275634766
1611056604.7161877,66200,22.83795166015625
1611056612.122186,66300,64.47313690185547
1611056628.520187,66500,25.499393463134766
1611056651.998191,66800,32.94440460205078
1611056666.6971881,67000,30.014923095703125
1611056762.6571887,68200,84.7549819946289
1611056841.2911925,69200,22.483234405517578
1611057224.5794494,73500,13.73590087890625
1611057311.1374483,74300,50.93919372558594
1611057389.8675895,75100,16.739622116088867
1611057457.474589,76000,36.798484802246094
1611057542.7745893,77300,23.438722610473633
1611057572.3475904,77700,21.904191970825195
1611057634.9525883,78600,28.734840393066406
1611057661.7915885,79000,20.431289672851562
1611057675.3905897,79200,63.113162994384766
1611057689.4425862,79400,39.7452507019043
1611057739.9575877,80100,15.93340015411377
1611057773.1265898,80600,65.39762878417969
1611057785.8105888,80800,44.42803955078125
1611057819.211588,81300,52.04703903198242
1611057832.4715893,81500,9.866735458374023
1611057862.1365879,81900,25.215456008911133
1611057892.7005885,82300,7.054283142089844
1611057931.7465892,82900,32.69882583618164
1611057938.347589,83000,21.95165252685547
1611058087.977589,85300,68.2416763305664
1611058112.824591,85700,139.55169677734375
1611058350.297594,89000,75.5626220703125
1611058396.6875882,89700,14.897829055786133
1611058439.5825884,90300,33.068824768066406
1611058531.0705888,91700,49.07293701171875
1611058562.2055883,92100,66.69401550292969
1611058607.4465885,92800,61.08628845214844
1611058620.9945877,93000,36.64259719848633
1611058672.8615894,93800,31.598194122314453
1611058783.8097053,95200,83.1413803100586
1611058790.9607055,95300,43.19987487792969
1611058864.0537052,96300,102.67452239990234
1611058883.1617055,96600,43.9890022277832
1611058940.055705,97500,29.18368148803711
1611059001.4047053,98300,80.9075927734375
1611059060.755706,99200,24.436864852905273
1611059066.6097083,99300,139.46160888671875
1611059106.333705,99900,51.51006317138672
1611059112.8927057,100000,19.372303009033203
1611059151.398705,100500,54.69721603393555
1611059268.2617257,102300,73.18694305419922
1611059288.8947072,102600,33.26892852783203
1611059349.6227105,103500,27.77433204650879
1611059555.4227054,106500,36.553802490234375
1611059641.8497057,107800,15.125229835510254
1611059682.0507073,108400,89.45600891113281
1611059701.9077094,108700,37.239723205566406
1611059714.805704,108900,20.825393676757812
1611059741.0877051,109300,99.08155059814453
1611059780.2167056,109900,112.6390380859375
1611059813.332703,110400,52.34141159057617
1611059876.4017086,111400,92.94609069824219
1611059916.1847055,112000,28.862262725830078
1611059952.019709,112500,58.08235168457031
1611060016.9757066,113500,29.315166473388672
1611060299.6477592,117700,95.97956848144531
1611060329.3417583,118100,13.796293258666992
1611060335.7067597,118200,83.4645004272461
1611060341.9667575,118300,21.144367218017578
1611060471.043467,120100,52.22467041015625
1611060560.3034716,121400,37.23592758178711
1611060654.5674684,122700,51.313690185546875
1611060844.6823401,125300,21.03509521484375
1611060939.8448648,126500,40.068389892578125
1611061029.3124633,127600,87.1173324584961
1611061055.3324635,127900,46.84261703491211
1611061086.0454624,128200,46.782169342041016
1611061233.3464632,130200,18.15801239013672
1611061277.3974638,130800,30.86103057861328
1611061334.716652,131500,103.69853210449219
1611061388.564648,132100,79.69869995117188
1611061514.79963,133700,89.53483581542969
1611061539.6016302,134000,18.547595977783203
1611061624.3436327,135100,14.706071853637695
1611061646.218631,135400,42.49494934082031
1611061668.5596342,135700,17.5313720703125
1611061676.4036324,135800,22.64154815673828
1611062071.351634,140600,82.33253479003906
1611062094.5046313,140900,12.893779754638672
1611062118.6446302,141200,27.823041915893555
1611062127.8526325,141300,22.967679977416992
1611062297.9510324,143500,49.085365295410156
1611062391.4900334,144700,14.116987228393555
1611062469.5650885,145700,13.057218551635742
1611062505.7280896,146100,23.004444122314453
1611062722.293092,148600,26.437965393066406
1611062729.6590884,148700,15.53559398651123
1611062813.9376678,149800,16.68122673034668
1611062885.2322457,150600,39.8207893371582
1611062920.4672492,151000,18.382213592529297
1611062935.6032445,151200,28.192466735839844
1611063190.761309,154400,42.9205322265625
1611063221.1253126,154800,93.18401336669922
1611063416.443831,157300,12.862150192260742
1611063540.7978303,158900,32.317161560058594
1611063548.4918373,159000,64.92528533935547
1611063665.9658322,160500,13.06736946105957
1611063695.8268316,160900,25.025053024291992
1611063824.5658321,162500,47.793067932128906
1611063833.6428337,162600,10.018091201782227
1611064011.059913,164800,20.473926544189453
1611064049.5119007,165300,26.522275924682617
1611064087.8429012,165800,218.86668395996094
1611064118.1079018,166100,35.724853515625
1611064153.2588997,166600,11.038276672363281
1611064174.0899022,166900,31.783735275268555
1611064265.076902,168100,11.757081985473633
1611064323.839901,168900,37.333152770996094
1611064378.0009015,169600,18.254289627075195
1611064439.0329027,170300,18.363792419433594
1611064512.3344336,171200,29.91462516784668
1611064548.844476,171600,57.78131866455078
1611064564.9294758,171800,27.67764663696289
1611064579.2254744,172000,8.288595199584961
1611064604.177476,172300,34.29743576049805
1611064652.021474,173000,57.50841522216797
1611064712.3124802,173900,66.28326416015625
1611064781.9614751,174900,16.301769256591797
1611064810.0834754,175300,217.55841064453125
1611064823.951475,175500,9.882452011108398
