Wall time,Step,Value
1611050858.279709,2000,203.36021423339844
1611051018.1887136,4000,39.01418685913086
1611051174.5437114,6000,38.31072998046875
1611051347.1434665,8000,38.717018127441406
1611051531.0844674,10000,39.231956481933594
1611051684.1525652,12000,41.394588470458984
1611051874.4867053,14000,37.726566314697266
1611052052.310133,16000,37.22419738769531
1611052255.7442584,18000,36.954978942871094
1611052418.712842,20000,163.42103576660156
1611052631.7334583,22000,156.3365936279297
1611052815.3414552,24000,218.7560272216797
1611053021.608204,26000,249.82955932617188
1611053214.862563,28000,239.33956909179688
1611053409.927664,30000,228.9203643798828
1611053608.489863,32000,226.39695739746094
1611053808.2616339,34000,224.1018829345703
1611054002.0741959,36000,224.93679809570312
1611054182.1541994,38000,91.58550262451172
1611054371.7038376,40000,64.18069458007812
1611054571.396099,42000,73.96022033691406
1611054780.6315045,44000,255.81674194335938
1611054932.9111338,46000,257.50579833984375
1611055087.792345,48000,256.65625
1611055243.414342,50000,254.25733947753906
1611055400.4773397,52000,253.8140869140625
1611055558.8863375,54000,251.3402099609375
1611055745.805004,56000,251.58615112304688
1611055916.241539,58000,248.16073608398438
1611056074.2615337,60000,243.0845489501953
1611056246.6881113,62000,244.59783935546875
1611056406.7918158,64000,245.0120086669922
1611056585.8671892,66000,271.772216796875
1611056748.0711858,68000,318.9164123535156
1611056916.3607233,70000,318.42669677734375
1611057102.6584444,72000,324.3118896484375
1611057280.589446,74000,345.3485412597656
1611057460.448587,76000,304.3431396484375
1611057594.126587,78000,295.74005126953125
1611057732.722591,80000,293.3156433105469
1611057871.645586,82000,287.2041931152344
1611058003.2165866,84000,278.3788146972656
1611058136.7325857,86000,276.0718078613281
1611058280.9205887,88000,268.4649963378906
1611058418.8035874,90000,266.5445251464844
1611058555.3685892,92000,297.3312683105469
1611058689.2155857,94000,308.3253479003906
1611058843.6787028,96000,372.8368225097656
1611058981.1927054,98000,370.00689697265625
1611059117.7857056,100000,359.80133056640625
1611059249.361707,102000,180.15829467773438
1611059388.5397034,104000,225.5610809326172
1611059522.6507041,106000,296.35308837890625
1611059656.381704,108000,333.7229309082031
1611059788.8957043,110000,279.4140625
1611059918.9567056,112000,285.5705871582031
1611060051.7967055,114000,277.1596984863281
1611060189.0177593,116000,256.41473388671875
1611060322.6017568,118000,334.3056640625
1611060463.2124681,120000,280.5228576660156
1611060607.4314678,122000,341.8645324707031
